Restaurant,Nickname,Review,Date,Revisit_Count,Reviewer_Review_Count,Reviewer_Photo_Count
회스시,JREVE,친구랑 오랜만에 회먹으러 갔는데 예약없이 그냉 지나다 들어간건데 맛집이네요!ㅎㅎ 새우튀김도 바삭한게 넘 잘 먹고왔습니다😋,8.19.화,1,221,11
회스시,xmdnlxl2666,"멍게좋아하는데 엄청신선하고 맛있네요!!
새우튀김고 바삭하게 잘 튀겨져서 잘먹엇습니다😋",8.25.월,1,16,8
회스시,asdfasdfa72,가성비 진짜 너무 좋아요ㅎㅎ 이미 주변에서 너무 맛있고 가성비있게 먹을 수 있다고 소문나있더라구요?! 저희도 맛있게 잘먹었어요ㅎㅎ,7.9.수,1,76,21
회스시,jsm****,세트 구성도 너무 좋아요 ! 매운탕도 진짜 너무 시원하고 무엇보다 회가 신선해서 엄청 맛있게 잘 먹었답니당 ~ 별 기대 없이 갔는데 기분 좋은 식사였어요 👍🏻👍🏻,8.9.토,1,12,4
회스시,잉딩11,남자친구랑 회먹고왔는데 푸짐하고 서비스도 주시고 다음에 또갈게요,8.21.목,1,78,16
회스시,콩콩이콩콩쓰,회 땡겨서 먹으러 갔는데 회가 엄청 신선하고 다른 메뉴도 하나같이 다 맛있었어용 ! 둘이서 진짜 맛있디며 이것저것 시켜 먹고는 배가 빵빵하니 기분 좋게 나왔답니다 ㅋㅋㅋㅋㅋㅋ 잘 먹고 가요,8.3.일,1,16,7
회스시,lovelylimmy,와 여기 회 왜이렇게 맛있어용?!👍🏻🤣 그동안 남자친구랑 이곳저곳 해산물 맛집은 돌아다녀봤지만 여기가 원탑인듯! 아참 이집 회덮밥도 기가막히게 잘하니 꼭 드셔보시길 강추!,6.29.일,1,212,83
회스시,Elff0108,"활어초밥 너무 좋아해서 친구가 추천해줘서 와봤는데
회두께도 적당하고 진짜 맛잇네요!!🙂‍↕️",8.18.월,1,16,6
회스시,kim****,지인추천으로 왔는데 모둠회 초밥 같이있어서 너무 좋았어요 ㅎㅎ 매운탕도 깔끔하고 비린내안나서 맛있게먹었네요👍🏻,8.14.목,1,6,4
회스시,yeo****,"회 맛집이에요!!
그리고 찐맛집은 매운탕이랑 사이드가 맛있어야하는데,
여긴 튀김, 구이, 탕 다 합격입니다!!
맛있어요 굿굿 👍🏻👍🏻
더보기",6.26.목,1,24,26
회스시,i_l****,여기저기서 도미 먹어봤는데 여기는 진짜 손꼽을 정도입니당~~ 친구랑 연신 감탄하면서 먹었어요 다음에 또 가기로 약속함ㅋㅋㅋㅋㅋㅋ 잘 먹고 가여!,7.25.금,1,22,13
회스시,류류쓰,"맛집 찾았어요 !!!! 회가 진짜 신선하구 맛있음 그자체 ,, ♥️ 기대 안 하고 먹었는데 너무 맛있어서 이것저것 시켜 먹었습니당 ㅎ.ㅎ 만족스러운 식사였어요 !",7.25.금,1,21,7
회스시,db****,"친구들이랑 회먹으러갔는데 기본 나오는 반찬들도 맛있고 회, 매운탕 전부다 맛있내요",8.11.월,1,47,11
회스시,rla****,초밥 먹고싶어서 찾다 여기로 왔는데 메뉴가 정말 많고 세트메뉴들도 구성이 잘되어있어서 다음에 또 오고 싶었어요! 초밥 너무 맛있어서 회도 기대되는!!,7.13.일,1,50,10
회스시,김태완53,친구들이랑 회먹고 왔는데 양도 많고 신선해서 좋네요,8.15.금,1,41,12
회스시,doe****,"요새는 광어에 빠졌는데
오늘은 도미도 주셨어요 😣
사진에는 없지만 백합탕도 나중에 주셔서 소주 한병 더 깠습니다

삼촌 연포탕도 또 먹고싶어요 !!
더보기",3.31.월,7,18,18
회스시,MJ145,"모듬초밥이 너무맛있네요!
다음에 또올게오",8.3.일,1,53,9
회스시,_14,"맛있어서 계속 먹기만 하느라 사진은 없지만, 항상 만족스러운 곳입니다.
참치, 해물모듬, 명태양념구이, 매운탕",5.29.목,3,10,12
회스시,지인이43,회 너무 맛있어요! 사장님이 중간에 서비스도 주시고 너무 친절하세요😊 반찬도 셀프바여서 편하게 많이 먹을수있어 좋아요❤️ 많이 파세요☺️☺️,3.3.월,1,25,17
회스시,또잉쟁이,"친구가 추천해줘서 왔는데 가성비도 좋고 맛도 좋네요!
저흰 광어와 명태 양념구이 시켜먹었는데 오,,,소주가 절루 들어가는 맛이에요~! 담에 또 올게요",5.10.토,1,101,37
회스시,크크크킁응,근처 출장갔다가 동료랑 왔는데 음식도 깔끔하게 잘 나오고 맛있어요~! 광어+명태양념구이 먹었는데 양념 맛 미쳤습니다! 소주을 그냥 부르는 맛 각!!! 잘먹었습니다,5.6.화,1,108,57
회스시,doe****,"항상 광어만 먹는데 역시는 역시입니다.
오늘 매운탕 칼칼해서 너무 맛있었습니다.
가성비 최고!!",4.14.월,8,18,18
회스시,wjd****,"학교 주변에 마땅한 횟집이 없었는데, 제가 그냥 몰랐던거였어요..ㅎㅎ 광어랑 명태양념구이 먹었는데 진짜 맛있습니다!! 소맥 말아먹었는데 술술 들어가요💖 친구랑 또 올게요!",5.24.토,1,71,12
회스시,dpd****,"방어회 예약하고 가서 먹었어요.
사장님 늘 친절하시고 정성을 다해 음식을 내주십니다.
서비스도 자주 주셔요.
자주 가진 못하지만 분기에 한번씩은 찾아가는 식당입니다.
조만간 또 방문하겠습니다!
더보기",1.17.금,1,16,13
회스시,eua****,남자친구랑 회 먹고 싶어서 회스시 방문했어요! 모듬회 먹었는데 회가 너무 탱글하니 맛있었고 매운탕도 칼칼하니 맛났어요!! 동네에 맛있는 횟집 찾기 힘들었는데 좋은 곳 발굴한 기분 .. ♥️,5.11.일,1,73,19
회스시,wit****,"사장님께서 가격을 너무 저렴하게 받으시는듯
회가 진짜 고퀄리티예요
모듬회에 초밥까지 있고 세트메뉴도 기가막힘
자주올것같아요
더보기",7.27.일,1,39,5
회스시,whi****,"광어에 매운탕까지해서 먹는데 너무 맛있어서
라면 사리까지 추가해가지고 먹었네요
어쩜 이리 맛있는지
소주를 부르는 맛이라고 할까요 ㅎㅎ
다음에도 방문하겠습니당 (⋈◍＞◡＜◍)。✧
더보기",4.15.화,1,8,7
회스시,벤츠아빠,"사진은 못찍었지만 진심으로 좋아하는 가게입니다.
5년만에 다시 왔지만 역시 명불허전 그대로 이네요!",3.2.일,1,42,48
회스시,aabbccaa,혼자서하시는 장사라 혼자가도 부담되지않고 친절하셔서 더 정이 가는곳이예요~~ㅎㅎ무엇보다 회도 싱싱하고 쫄깃해서 너무 좋네요😁,3.17.월,1,11,6
회스시,han****,회가 너무 신선하고 식감이 좋습니당 ㅎㅎ 집 주변에 여기만큼 맛있는 횟집이 없네요!! 잘먹고갑니다!!,2.25.화,1,14,4
회스시,_14,"방문할 때마다 너무 맛있게 먹고 갑니다
복정에 있어서 감사한 맛집",1.16.목,2,10,12
회스시,지썽이,복정에는 여기만큼 잘하는 횟집 없습니다! ㅎㅎ 오늘도 맛있게 먹고갑니다!,2.24.월,1,8,4
회스시,민7745,방어 철이라 방어 먹으러 갔는데 너무 만족하고 나왔습니다! 산낙지랑 가리비찜도 👍 친구랑 배부르게 먹고 좋은 시간 보내고 와서 다음에 또 방문하고 싶어요!!,24.12.9.월,1,39,26
회스시,Seuseu1412,겨울에는 회가 제철이라고 해서 회를 먹으러 갔어요- 모둠회에 나오는 회 구성도 탄탄하고 초밥까지 먹을 수 있어서 너무너무 좋았어요! 회에 소주까지 완벽한 한끼였습니다 :),24.12.9.월,1,40,13
회스시,kkhy10,"친구랑 방문해서 모듬회에 매운탕 먹었는데요
회도 싱싱하고 매운탕은 진짜 국물이👍👍👍
맛있어서 라면사리까지 넣어 먹었네요.
직원도 없고 사장님 혼자 운영하시던데..그래도 빠르게 준비해주셔서 좋았어용ㅎㅎ
다음에 또 방문예정 입니다^^
더보기",24.10.4.금,1,101,88
회스시,_14,포장은 처음 해 봤는데 똑같이 맛있어요,1.6.월,1,10,12
회스시,nae****,"가격에 비해 양도 더 많았고 싱싱하니
퀄리티도 넘 좋았어요~ 친절하시고
다시 오고싶은 곳이에요!",24.12.11.수,1,63,14
회스시,hhj52582,동료들이랑 연말이라 먹으러 갔는데 양도 푸짐하고 신선해서 너무 잘 먹고 왔어요! 사장님두 친절하시고 만족하고 갑니당~~,24.12.11.수,1,38,12
회스시,DYK68,회가 너무너무 싱싱하고 맛나네요! 다음에는 가족들과도 함께 오고싶은 횟집입니당 ㅎㅎ 잘 먹었어요,24.10.26.토,1,54,60
회스시,잰0125,"정말 맛있어요
사장님이 서비스도 잘 챙겨주셔서 자주 방문할 것 같습니다.",24.10.21.월,1,7,14
회스시,Bin9711,일 끝나고 지나가다가 보게 되었는데 회 맛이 퀼리티가 정말 높고 놀랐네요! 집근처에 이런 횟집이 있다는걸 지금이라도 알게 되어서 다행입니다!,24.11.3.일,1,5,4
회스시,rkf****,주변 지인 추천으로 왔는데..회 신선도 ㄷㄷ합니다 진짜 고퀼리티!! 입소문 날만한 횟집이에요!!,24.11.17.일,1,10,9
회스시,eunluc,"일 끝나고 가족들과 오랜만에 외식했는데 너무나도 맛있는 음식점에서 식사를 한거 같아서 이런 리뷰 잘안쓰는데 딸을 통해서 알게 되어서 작성하게 됩니다!
앞으로 맛있는 음식 잘 부탁드리고 추후에 또 방문할수 있도록 하겠습니다!",24.10.7.월,1,10,5
회스시,에잌,지나가다 우연히 들어왔는데 사장님혼자서 하시더라고요~회도 쫄깃하고 사장님도 친절하게 해주시고 나중에 또 오고싶어요ㅎㅎㅎ혼자와도 부담스럽지않아서 좋을것같아 혼술 하러 오려고요~~><,24.10.27.일,1,998,27
회스시,광주누수임,회맛집에서는 단언컨대 여기 만큼 신선하고 맛난집이 없네요! 너무 맛있게 먹고갑니당 !!,24.11.9.토,1,112,42
회스시,낸씨47,남편이랑 회가 먹고싶어 방문했는데 직원없이 사장님 혼자 운영하시는데도 불구하고 음식도 빠르게 나오고 너무 친절하셨어요ㅎㅎ 회는 말해뭐해 넘 신선하고 맛있었습니당ㅎㅎㅎ,24.10.20.일,1,28,16
회스시,루얼1102,소문듣고 왔는데 ㅎㅎ 역시나 너무 맛있고 사장님도 친절하셔서 일석이조의 식당인거 같아요!,24.10.15.화,1,44,39
회스시,lim****,집근처에 이렇게 맛난 횟집이 있어서 행복합니다! 단골손님이 되겠습니다! 너무너무 잘먹고가용!,24.11.1.금,1,9,2
회스시,Wowwow22,소문듣고 왔는데 역시나 너무나도 맛있네요~ 나중에는 가족들과 함께 와서 꼭 식사하고 가겠습니다 ^^ 사장님도 너무 친절하시네요!,24.9.18.수,1,44,18
회스시,jongun119,회를 사랑하는 사람으로써 여기 횟집 회 신선도와 식감 전부 다 완벽하네요! 너무 잘 먹고 갑니당!!,24.10.19.토,1,8,3
회스시,뀨99732,출퇴근 시간때 지나갈때마다 사람들이 많길래 드디어 오게 되었는데 너무나도 맛있네요!!,24.10.20.일,2,4,0
회스시,min****,회사근처에 이렇게 맛있는 횟집이 있는지 왜 지금 알았을까요 ㅎㅎㅎ?? 너무 신선하고 맛있어요!!,24.9.13.금,1,75,38
회스시,BlackFlag,"오늘은 광어회를 포장해서 먹었는데 정말 맛있었어요!🍣🐟🐠🐡
상추와 깻잎, 오이, 당근, 고추, 옥수수콘 등 🥬🥒🥕🌽
다양한 채소들이 함께 제공되어서
더욱 풍성하게 즐길 수 있었습니다.👍🏻👍🏻
신선하고 깔끔한 맛 덕분에 정말 잘 먹었습니다.😄
더보기",24.6.21.금,8,44,13
회스시,뀨99732,지난번 가족들과 너무 맛있게 먹어서 오늘은 친구들 데리고와서 신선하고 쫀득한 회 잘 먹고갑니다!,24.10.19.토,1,4,0
회스시,zzz1352,일 끝나고 아내와 함께 갔는데 너무 맛있게 잘먹고 갑니다!!지인들과도 또 오고 싶은 가게네요~,24.9.11.수,1,267,88
회스시,마이멜로디50,회맛도 일품이고 친구들하고 오랜만에 개강해서 방문했는데 역시나 존맛탱이네요!!,24.9.4.수,2,31,2
회스시,dlt****,회맛이 끝장나네유! 너무 맛있게 먹고 갑니다!,24.10.27.일,1,19,15
회스시,rmakowpz9,주변에 여기만한 횟집이 없네요!! 너무너무 맛있게 먹고 갑니다!!,24.9.15.일,1,50,42
회스시,chichiqaz,지난번에 가족들과 너무 맛있어서 친구들과 함께 가게 되었는데 역시나 친구들도 너무 맛있다고 하네요! 뿌듯하고 맛있는 음식들 제공해주셔서 사장님에게 감사드려요!,24.9.14.토,1,150,82
회스시,꼬마멘붕,회가격이 착한데 맛있어여!연어 모듬회 시켰는데 신선하고 맛있네요~~매운탕도 맛있고요 양이푸짐해서 좋아요,24.8.26.월,1,197,81
회스시,par****,회가 신선하니 진짜 입에서 촥촥 감기네요! 너무 맛있게 먹고갑니다!!,24.9.10.화,1,58,33
회스시,Ebs2,언니가 주변 직장인이여서 회를 먹고싶다고 해서 우연치 않게 가게 되었는데 찐맛집이네요 ㅎㅎ,24.9.26.목,1,159,1
회스시,몽던,가게도 너무 청결하고 사장님도 너무 친절하셔서 기분이 좋았는데 음식 맛도 너무 맛나서 일석 삼조였던 식당이네여!,24.8.22.목,1,29,34
회스시,백지누,신선도 끝판왕 횟집이네요 너무 잘 먹고갑니다!,24.8.26.월,2,60,35
회스시,jisuwwkd34,일마치고 가족들과 함께 가게 되었는데 가족 모두가 너무 맛있다고 극찬하네요!! 집 근처여서 자주오도록 하겠습니다!,24.9.8.일,1,19,20
회스시,noh****,복정에서는 회맛 좋다고 소문이 나서 개강 후 친구들과 같는데 회맛이 쫄깃하고 신선하네요!!,24.8.15.목,1,36,24
회스시,kinamk112,개강하고 친구들과 오순도순 회먹으러 왔는데 너무 신선하고 맛있네요! 다음에 꼭 또 방문하러 올게요!,24.9.7.토,1,17,12
회스시,YJH9816,이제 곧 개강하여서 주변에 집 알아보다가 회가 너무 땡겨서 가게된 식당인데 너무나도 신선하고 맛있어서 저희 가족들이 다 놀랐어요! 개강하면 또 가고싶은 횟집이네요!,24.8.18.일,1,8,6
회스시,likyuluvuhateu,진짜 너무 맛있게 먹고가요~ 주변에 대학교 다니시는 분들은 꼭 한번 가보셔요! 진짜 존맛탱입니당,24.9.2.월,1,115,50
회스시,kyc****,진짜 고수의 향기가 나는 횟집입니다! 너무나도 맛있고 회맛도 일품이네요!,24.8.15.목,1,108,71
회스시,콩나물콩98,간판도 깔끔하고 좋은데 회랑초밥도 맛있어요ㅎㅎ초밥에 들어있는 밥양도 적당해서 좋았어요ㅎㅎ 매운탕 얼큰칼칼~~ㅎㅎ,24.8.19.월,1,68,20
회스시,Wjddh,"회는 미쳤구요, 양도 많아요!! 사장님 너어어어무 친절하세요!! 서비스도 많이주시고 🥹🥹 단골 예약이요~~ 매운탕 개맛있어요! 고깃집엔 후식으로 볶음밥이 있다면 여긴 매운탕입니다.! 기분 좋고 마싯게 잘 먹고 갑니댱💗",24.3.12.화,1,40,70
회스시,proscom79,"좀 전에 포장해간 빡빡머리입니다~ㅎㅎ
사장님~ 도다리가 입에서 녹아버려요!!!
너무 맛있네요ㅜㅜ
광어, 연어도 너무 맛있네요ㄷㄷ
낙지도 맛있고!!!
최고입니다!!!!!!!
자주 이용하겠습니다! 굿굿♡
더보기",24.6.21.금,1,5,4
회스시,a66****,신선한 드시려면 꼭 여기가서 한번 드셔보셔요! 회 맛이 장난 아니에여 ㅎㅎ!! 또 오고싶은 횟집이네요!,24.8.15.목,1,8,1
회스시,엣지0222,"처음 간곳인데 먹다보니 너무좋아서 리뷰남겨요~
아쉽게 사진을 찍지못했네요~
사장님이 친절하시고
서비스 안주도 주신답니다~^^
더보기",24.6.27.목,1,2,0
회스시,pjm****,좋아요,24.8.12.월,1,1,673
회스시,파란비91,최고에요~~,24.10.9.수,1,1,441
회스시,BlackFlag,"오랜만에 방문했고 세트메뉴 시켜서 먹었습니다.
여전히 맛있습니다🫡 너모조코~!
알싸한 와사비와 중독되는 간장이랑 맛있고 싱싱한 회
잘 먹고 갑니다🥰
더보기",24.4.16.화,7,44,13
회스시,곽정환99,항상 맛있게 먹고 가는 횟집이에요 ㅎㅎ 오늘도 너무 맛있게 먹고갑니다잉,24.8.15.목,3,92,32
회스시,귀하게자라서,"복정동에서 최애하는 횟집입니다~~
모둠회에 황태 초밥까지 세트로 3만원대라니
사장님께서 막퍼주시는 집입니다~~
정말친절하시고 잘챙겨주신답니다~~
꼭방문해서 혜자되세요~
더보기",23.10.21.토,3,235,742
회스시,탕탕설탕탕,👍🏻,24.6.4.화,1,993,49
회스시,BlackFlag,"방어 제철이여서 먹어봤습니다.
맛있게 먹었습니다~!!
계절메뉴 방어!
제철 먹으러오 시는거 추천!🤗🫡
더보기",23.12.19.화,6,44,13
회스시,Haneul,"너무 맛있고 가성비도 최고에요 !!
회는 당근 맛있구
명태구이 진짜 깜짝놀랐어용
잘먹고 갑니다 사장님!☺️
더보기",23.10.31.화,1,19,28
회스시,doe****,"방어 뱃살 이렇게 많이 주시는집 처음이에요.!!
기름져서 느끼해서 백김치랑 밥도 주셔서 최고입니다!
5만원에 매운탕에 배터지게 먹고 갑니다",23.12.20.수,5,18,18
회스시,doe****,"포장도 방문도 많이 하는집
일이 바빠서 자주 못들렸는데도
기억해주시는 사장님

메뉴에 없는 해물탕을 뚝배기 한 그릇 서비스로 주셔서
추운 겨울 따듯하게 담아 갑니다.

오래오래 건강하세요 사장님
더보기",23.11.27.월,3,18,18
회스시,BlackFlag,"둘이 먹다가 한명 죽어도 모를 맛 🫣
오늘도 역시 맛있고 잘 먹고갑니다~
나만의 맛집이라 알려지지 않았으면
좋겠는데 추천합니다. 👍
너무 많이... 자주... 가지마세요....
제가 가서 먹을 자리 없으면 곤란해요 ! 😭
사장님 감사합니다 ~ 🤗
더보기",23.11.28.화,4,44,13
회스시,doe****,"오늘은 친구랑 둘이서 세트A먹구 왔어요
가성비 실화?
명태는 좋아하지는 않지만 간단히 반주겸 매운탕에 공기밥 뚝딱했어요.
항상 푸짐하게 음식뿐만 아니라 정을 주셔서 감사합니다.
더보기",23.12.12.화,4,18,18
회스시,BlackFlag,"날씨가 쌀쌀하니 회가 더 땡기고
복정동에 횟집은 여기가 1순위라
또 방문해서 먹었습니다.🥰🥰🥰
새우튀김 바삭! 모둠회 너무 맛있고
또 잘 먹고 갑니다, 추천!
더보기",23.12.12.화,5,44,13
회스시,귀하게자라서,"동네에서 회를 가성비 갑으로 먹을수있는 횟집입니다~~
모둠회+초밥+명태양념구이를 36000원에 먹을수있는곳이예요~~~ 사장님께서 안주나 음식 잘챙겨주시구요~
가성비가 정말좋은곳이여요~~~^^",23.8.4.금,2,235,742
회스시,doe****,"자주 오는 곳인데 처음 리뷰 남기네요^^
가성비 좋은 초밥집이 집앞에 있어서 정말 좋아요

사장님이 츤데레이시긴 한데 원래 마음이 따듯하신 분이에요 ㅎ
덕분에 메뉴에 없는 맛있는 음식 주셔서 밥 한끼도 뚝딱 했습니다.

복정에 오래오래 계셔주세요!
더보기",23.10.30.월,1,18,18
회스시,귀하게자라서,"동네에 이런 횟집이 있다니 정말 좋습니다~
첫방문인데요~ 모둠회 명태양념구이 초밥에 3만6천원ㄷㄷㄷㄷ 가성비 너무좋습니다~~~
추가로 광어 12000원 먹었고
멍개무침은 서비스로 주셨네요~~
참고로 소주는 5천원이구요~ 주차는 인근에하시면될거같앙
더보기",23.6.18.일,1,235,742
회스시,BlackFlag,"존맛탱구리..!
안오면 님손해~
근데 적당히 오셔야됩니다.
내가 먹을 자리는 있어야하니까~★
더보기",23.11.5.일,3,44,13
회스시,마녀5474,"동네에 이런곳 흔치않아 첨으로 리뷰 라는거 써보아요.
맛난데 가성비까지 두루 갖춘곳!
제가 날것을 즐기는 편이 아닌데 여기 회는 비린게 없고 쫀쫀달키? 감칠맛이 입에 쫙~
회린이도 회라는게 가끔씩 생각나게 만들더라구요.
첨엔 그냥 포장해 집에서 셀프 플레이팅 했는데(망함ㅋ)
어느날 집 근처라 식기 들고가 부탁 드렸는데 흔쾌이 이뿌게 플레이팅 해주셔서 (솜씨 정말 짱이셔요)
카톡 프사만 하기엔 아까워 리뷰로 증거 남겨요~
사장님 이번에도 덕분에 즐겁게 감사히 잘 먹었습니다^^
더보기",23.7.22.토,1,1,2
회스시,Bacchus priest,"봄비가 꽃을 떨구는 날, 사내는 어디론가 전화를 건 후 단골횟집문을 열고 들어선다. 활짝 웃는 주인장이 어서 오라며 맞아주고 사내는 반갑게 인사하며 무언가를 주문한다. 난방을 틀기도 애매한 쌀쌀한 날씨, 주인장은 따끈한 히레사케와 숭어란을 내어준다. 꽃샘추위를 녹이는 데운 청주가 몸을 덥히며 비워질때 쯤, 문을 열고 들어온 동료 두명이 마주 앉아 소맥을 말아 다같이 건배할 때 주인장은 봄 도다리회와 젓갈 소고기를 갈아넣고 마늘 고추를 다져 얹은 쌈장을 내어준다. 길게 가로썰기를 한 봄도다리의 풍미를 쌈장이 탁 하고 쳐서 밸런스를 잡아주고 뼈째 썰어낸 고소함이 혀위에서 춤을 춘다. 좋군. 갑자기 한 사내가 기름 소금장을 섞어 춤추는 낙지위에 뿌리곤 후루룩 들이켠다. 봄의파티를 시작하지! 오늘 주제는 도다리다
더보기",23.4.11.화,4,1,3
회스시,tkh****,명태 초밥 맛있네요,23.9.3.일,3,1,531
회스시,느낌이굿뜨,안주가 맛이 좋아서 계속 먹었구만요~ 참치 먹고 광어먹고 연어머리구이까지 깔끔하네욤~ 비리지 않고 담백하니 술안주로 딱 입디더~ 술도 먹고 간만에 허리띠 풀었구만요~ 최고입디더~,23.6.11.일,1,276,88
회스시,반갑다우,친구랑 가볍게 한잔하러 갔네여~ 역시 소주엔 광어죠 안주가 좋으니 술이 술술 들어갑디다~ 새우튀김도 고소하니 감칠맛 좋고 전체적으로 안주가 신선하네여~ 회포 제대로 풀었어여~,23.6.7.수,1,285,102
회스시,mis****,가볍게 한잔하기에는 모듬회가 가성비가 좋네용~ 마무리는 매우탕까지 깔끔하고 정갈스럽구만요 소주 맥주 한잔씩하고 잘 먹었슴다~ 이제부터라도 자주 가고싶은 맛집이네용~ 최고!!,23.6.7.수,1,302,95
회스시,luith00794,광어가 참나~ 맛있구마이~ 소주도 한잔 딱 하고 친구랑 이야기하면서 잘 먹었네욤~ 새우튀김 추가 해서 먹었는데 그것도 느끼하지않고 담백한게~ 참말로 좋구마이~ 또 와서 먹고싶어용~,23.6.7.수,1,330,101
회스시,Bacchus priest,"이날 포장해서 먹었는데 역시
푸짐하고 싱싱하고
맛있더군요.

회포장도 역시 회 스시.
사장님의 정성 최고. 최고 👍
더보기",23.4.15.토,5,1,3
회스시,Bacchus priest,"동네 짜장면집 들어갔는데 이 ㅇ복쉐프가 요리를 내준다면
딱 이런 느낌입니다.

사장님이 일식에 오래 종사하신 분이라
刀功이 끝내줍니다. 회가 싱싱하고 꽃이 피지요.

조림 구이종류가 예술입니다. 술안주로 최고.

탕은 마신술이 다깨서 다시 추기로 술을 부르는
마성의 국물

초밥은 샤리와 네타의 조화가 감미로워 꼭 필수주문.

혼자 하셔서 대응이 느리지만 인내하며 셀프로
술가져다 마시고 있으면 넉넉한 서비스와
재미있는 농담으로 즐거움을 주시네요.
인내는 쓰고 열매는 단 법이지요.

아 눈오는데 생각나네요.
한잔 빨고 싶어라
더보기",22.12.17.토,3,1,3
회스시,shi****,모둠회랑 초밥 먹었는데 일단 둘다 비린내가 안났어요 회가 단단해서 더 맛있던거 같고 초밥은밥이 많이 없어서 맛있게 먹은거 같습니다!,23.5.22.월,1,130,42
회스시,건전소녀13,회스시 최곱니다. 세트메뉴 진짜 맛있고 푸짐해요. 명태양념구이는 찐입니다.,23.3.31.금,4,727,90
회스시,ahyo0914,"직원들 응대가 친절하셔서 기분좋게 먹고 왔네요.
광어살이 부드럽고, 싱싱했어요. 명태양념구이도 질기지 않고, 매콤달콤하니 맛있게 잘 먹었어요.",23.5.10.수,1,140,39
회스시,bbung53,회가 싱싱하고 쫄깃쫄깃하네요 ㅎㅎ 이런 맛집이 숨어있다니 앞으로는 회 먹을때는 회스시에서 방문해서 먹도록 할게요 !,23.6.20.화,1,69,52
회스시,jew****,"사장님이 너무 친절하셨고요! 초밥 위에 올라가는
회들 전부 신선하고 비린내도 안나고 도톰했어요
매운탕도 얼큰하고 칼칼하니정말 맛있었습니다!",23.5.21.일,1,83,21
회스시,박삥뽕,근처에 스시 맛집이 없어서 매번 실패했었는데 오랫만에 맛있는 스시에 회까지 너무 맛있게 먹었어요~!!,23.5.29.월,1,79,44
회스시,귀염둥이까미맘,친구가 초미식가라 입맛 더럽게 까탈스러운데 이집 맛있다고 인정했네요. 덕분에 성공적인 식사 마무리 했습니다.번창하세요,23.4.24.월,1,23,16
회스시,이제는55,"재료 진짜 신선한 집이요.
광어회 먹으러 갔는데 쫀쫀해서 맛있게 먹고왔습니다.",23.4.23.일,1,85,43
회스시,이미녕73,회가 엄천 신선해요 특히 저 광어회먹고 여기 반했어요 ㅋㅋ 상도 정갈하게 잘나오고 전체적으로 신선해서 너무 잘먹고왔어요,23.4.13.목,1,926,221
회스시,핢이 입니다,"입맛 까다로운 저희 아빠 모시고 간건데, 엄청 만족하면서 잘 드셨어요. 저도 먹어보니 잡내 하나없이 되게 깔끔하게 잘 나오더라구요 ^^~ 기본으로 나오는 밑반찬도 다들 잘 나오고 양도 많아서 만족하며 식사하고 갑니다~ 다음에 또 들릴게요 ^^❤️",23.3.25.토,1,39,13
회스시,Jho2,"회가 진짜 맛있었어요. 쫄깃한데 숙성은 잘된 맛 이거 머라표현하나 ㅠㅠ
여튼 아내랑 아내친구랑 갔는데 너무 맛있게 먹고왔습니다.",23.4.23.일,1,24,11
회스시,suk****,C모듐회로 시켰는데 너무 알차고 맛있었어요 거기에.초밥이랑 명태가 같이 나오는데 초밥도 양많고 좋네요,23.5.11.목,1,25,4
회스시,희귀의아이템,모듬회를 시켰먹었는데 서비스 속도도 빠르고 전체적으로 맛도 좋네요 ^^ 여기에 활어초밥까지 맛나게 잘 먹었습니다 가볍게 사케도 한잔하고 기분 좋게 마셨습니다 최고의 선택이 아닌가 싶네요~!!,23.6.8.목,1,284,94
회스시,zsx****,우선 회가 굉장히 달아요...이렇게 달고 맛있는회는 처음입니다. 그외 사이드로주문한것들 모두 부담없는 가격인데 비해 맛은 좋아요 특히 매운탕이 너무맛있어서라면사리까지 추가했네요..너무 즐겁게 잘먹었습니다,23.3.17.금,1,41,6
회스시,dana오공,"매운탕 엄청 맛있네요 국물이 끝내줬습니다😋😋
같이간 친구들도 다들 맛있다고 하네요 추천드립니다!",23.3.31.금,1,203,25
회스시,이정연95,친구들과 오랜만에 광어 회먹었는데 양도 많고 신선했어요 아주 기분 좋게 한잔 했습니다 . 광어가 너무 신선해서 쫄깃쫄깃하게 회잘 못먹는 제가 오늘 많이 먹었습니다 . 다른 회들도 다 신선해 보여서 다음에도 또 방문 하겠습니다.,23.2.13.월,1,121,130
회스시,사랑4984,광어랑 매운탕 먹고왔는데 다들 만족스러워해서 좋았습니다^^ 광어회 진짜 추천해요~,23.4.27.목,1,24,9
회스시,나막웃었잖아,"비와서 매운탕 땡겨서 지인들이랑 갔는데
광어회도 신선해서 쫄깃하고 매운탕 너무 맛있게 먹었습니다.",23.4.24.월,1,15,8
회스시,Bacchus priest,"회숙성은 최고입니다. 감칠맛이 입에 사악 돌아요.
사장님이 친절하시고 손맛이 좋으세요.
해산물도 신선하고 특히 초밥이 예술입니다.
끝내줘요.
더보기",22.11.26.토,2,1,3
회스시,데스파시또,와이프하고 둘이 오랜만에 데이트 하러갔습니다! 회는 달달하고 싱싱합니다~ 제가 찾아보고 간곳인데 와이프에게 칭찬받았습니다~^^ 어머니다 회 좋아하시는데 다음에 부모님 모시고 같이 가봐야겠습니다☺️,23.2.26.일,1,25,43
